q_id,query
6391,Нужный счет не доступен в списке. 
6392,"Я оформила кредитную карту,ее нет у меня на главном экране"
6393,В продуктах не отображается кредитная карта
6394,Почему отображается не моя карта
6395,"Здраствуйте, почему в кредитном рейтинге, моя кредитка  на 00 тысяч видна, а в приложении ее не видно, можно сделать так чтобы ее было видно"
6396,Инвесткопилка каждый день ?
6397,Здравствуйте! У меня в разделе инвестиции есть НПФ Альфа и Инвесткопилка. Эти сумма учитывается в 0 млн. за которые дают бесплатное премиальное обслуживание? 
6398,В благотворительный фонд 
6399,Инвесткопилка снять 
6400,как мне сейчас вывести деньги с копилки?
6401,не могу вывести средства с инвест копилки и почему-то действия по карте ограничены 
6402,Отправила сумму в 0000₽ на инвесткопилку с основного счета 
6403,Отключать не нужно. Также у меня вопрос по Инвесткопилке.
6404,"Когда приходят деньги с инвест счета? Операции по счету нет, баланс не изменился."
6405,Закрывайте с переводом в фонд линия жизни
6406,Давайте в фонд
6407,Подключена ли у меня инвест копилка?
6408,За какую подписку снимают каждый месяц 00 рублей с инвесткопилки?
6409,"Здравствуйте, куда копится процент с инвесткопилки?"
6410,Как закрыть инвесткопилку в личном кабинете?
6411,Как можно выбирать деньги из Инвесткопилки
6412,"Здравствуйте, как работает инвесткопилка, какие там проценты, куда они начисляются и как посмотреть "
6413,"Добрый день, как мне закрыть инвесткопилку"
6414,почему в инвесткопилке сумма меньше чем на начало прошлого месяца?
6415,А рекомендация инвест счета не высвечивается?
6416,Не засчитали благотворительность 00 августа 000₽
6417,"Здравствуйте. Хочу вывести деньги с копилки на карту. Не приходит код, в чем дело?"
6418,Не открывает ссылку для открытия копилки 
6419,Какой доход принесла Инвесткопилка 
6420,Как отключить инвест копилку?
6421,"Добрый день, нужна справка или выписка по доходам с брокерских счетов и инвест-копилки"
6422,Что такое инвест копилка?
6423,Здравствуйте. Я только что выпустила карту и открыла Инвесткопилку. Действительно ли мне начислят 0000 р за хранение на Инвесткопилки 0000 р в течение месяца?
6424,"Не могу вывести средства с инвесткопилки, не спрходит смс с кодом "
6425,Порядок действий после сдачи объекта
6426,Удалить инвесткопилку
6427,"Здравствуйте. Где посмотреть свою инвестиционную копилку, которую Я открыла "
6428,Закройте инвесткопилку 
6429,Вопрос по инвесткопилке. Соедини с оператором.
6430,Я бы хотела принять участие в Альфа челендже и Инвест ботанике
6431,готова закрыть счет и инвест-копилку
6432,Инвесткопилка.
6433,инвестботаника
6434,А фонд я купила?
6435,Не могу перевести деньги с инвесткопилки
6436,Через какое время присходит вывод денег с инвест копилки на счет?
6437,Я не могу  вывести деньги из инвесткопилки
6438,"Здравствуйте, у меня вопрос по Инвесткопилке.где тихая гавань?"
6439,Помогите закрыть инвесткопилку 
6440,Где я могу найти виджет? 
6441,"На главном экране пишет 00%. Когда захожу в информацию о счёте пишет 00,00%. Какая в итоге ставка?"
6442,"Прекрасно, кто возместит мне упущенную выгоду из-за вашего банка? "
6443,а я щас выгоду использовал
6444,"Я нажал на кнопку учитывать в аналитике, а ничего не изменилось"
6445,Не могу найти витрину 
6446,"Она уже подключена, как зайти в раздел?"
6447,У меня не показываются варианты оценивания 
6448,о скидке
6449,Что означаетв разделе Выгода Кэшбэк сумма -0000 р.?
6450,"Добрый вечер, я порекомендовал карту другу, она совершил покупку, в течение скольки дней мне придет выгода?"
6451,Где этот раздел витрина
6452,Прямо на экране с моими продуктами 
6453,Где моя акция?
6454,"Не поняла, где находится витрина?"
6455,Где найти раздел витрина?
6456,"Как здорово ,очень жаль,что узнаю об этом только сейчас .  знала бы оплатила бы с другой карты которая начисляет кэш  . Вашей картой больше нет выгоды пользоваться "
6457,Где витрина?
6458,"Все выполнения в срок, вчера еще эта вкладка была и там было 0 день!!!"
6459,Где находится витрина
6460,У меня было одобрено предложение деньги на что угодно но оно пропало что делать?
6461,я не мгу нати раздел витрина
6462,Где в приложении находится раздел витрина?
6463,Раскрыти выгоду 
6464,"Ранее, Мария писала, что надо дождаться выплаты процентов, чтобы не потерять выгоду "
6465,Я не насчет оформленного … а предлагаемого 
6466,Раздел Витрина где?
6467,так у меня доступно предложение на главном экране 
6468,Есть какая то выгода если я у вас буду оплачивать тариф телефона ?
6469,Где эти начтройки
6470,почему мне недоступен раздел деньги вам и друзьям
6471,где витрина?
6472,Где в приложении подавать данное поручение в какой вкладке???
6473,Витрина
6474,Где раздел витрина
6475,Где находиться раздел выгода
6476,В разделе витрина нет накопительного счета
6477,За год
6478,не могу найти эту витрину
6479,"Здравствуйте! В разделе ""выгода"" указан кэшбэк 00% за покупку билетов в альфатрэвел.  00 августа я приобрела жд билеты.  Планируемый кэшбэк отражается в  размере около 0%. Почему не 00%?"
6480,Когда будет доступен раздел?
6481,во вкладке выгода нет такого раздела
6482,Где находиться раздел витрины
6483,Перевел суммы со скидкой 
6484,Дайте пожалуйста мне время до 00 числа
6485,Собрудник банка попросила записаться по времени 
6486,"Якутск, проспект Ленина, 00"
6487,Запланировать визит в банк 
6488,Не работает офис 
6489,Название альфа банк
6490,в отделение в Ярославль Ленинградский проспект XXXXX
6491,Назначить время визита в отделение банка по адресу Проспект Ленина 00
6492,Можно адрес и время работы офиса.?
6493,Добрый день. Я хочу вернуть терминал. Как мне это сделать в городе Ейске?
6494,Как связаться с отделением банка в городе Орёл на улице комсомольская 
6495,"ПАО «Агрокомбинат Московский» , 0000000000, 000000, г. Москва, вн.тер.г. Муниципальный Округ Таганский, пер. Воронцовский, д. 0/0, помещ. 0/П"
6496,Одинцово запись в банк
6497,"здравствуйте, у вас есть ли на Крылова 00 город новосибирск в наличии евро? "
6498,"Здравствуйте, сегодня в 00:00 я закинула деньги. По адресу Стрелец, улица Дзержинского, XXXXX, 000000, Челябинск, Ленинский район, 0 этаж. Были закинуты 0000 рублей, которые так и не пришли мне на карту, банк написал ""эти деньги останутся в банке"""
6499,"Спасибо, Диана. г Санкт-Петербург, отделение на Большой Конюшенной"
6500,Где банк находится?
6501,Везит в банк
6502,Альфа банк в красном селе
6503,Где офис банка в тюмени?
6504,"а можно записаться на прием в отделение вашего банка в Коммунарке на сегодня для получения пластиковой карты, открытия текущего и накопительного счета?"
6505,"Я приехал в отделение банка, сижу тут уже пол часа, сотрудники не подходят"
6506,Там они до 00:00 работают 
6507,"Я правильно понимаю, что ближайшее отделение это в Красноуфимске и я там могу получить"
6508,Вокзальная площадь 00 Б
6509,подскажите список отделений производящих валютные операции
6510,Работает ли это отделение в субботу?
6511,"Доброе утро, подскажите пожалуйста в Свердловской области город Сухой Лог  работает офис "
6512,"0 сентября, 00:00, Город Югорск, улица Курчатова 00"
6513,Можно ли записаться в офис банка 
6514,А можно обновить лично в отделении? 
6515,г.назрань улица фабричная 00
6516,Письма от банка по какому адресу будут уходить ?
6517,ближайший офис 
6518,"Ростовская область , город Шахты, ГБСМП Им. Ленина город Шахты, улица Шевченко 000 000000 , 00.00.0000 медицина, медсестра палатная 00000-00000 тыс "
6519,Записать в офис
6520,Все банки
6521,После ввода адреса доставки ошибка
6522,Какие ещё отделения есть 
6523,ЮРИДИЧЕСКИЙ АДРЕС
6524,"Г. Чебоксары, ул. Ярмарочная, д.XXXXX"
6525,А какой работает? 
6526,Часиков на 00/00 на сегодня 
6527,В каком здании на Андропова проходит обслуживание физ лиц? Какие часы работы?
6528,Но не приходят уведомления о пополнении
6529,"Не приходит. Ни в пуше, ни в смс. "
6530,Получать пуш уведомления с кодом
6531,Интересно почему кот отправляются не на мой номер?!
6532,не приходит смс 
6533,Деньги не списались. Хотя пришло смс и было уведомление что деньги ушли 
6534,Т.е. мне смс не должно приходить? Просто придти и получить?
6535, Добрый день! Перестали приходить смс оповещения о списаниях. Можете разобраться в чем дело?
6536,И никакие уведомления мне не приходили 
6537,Смс не приходят 
6538,Теперь пришел смс
6539,После этого мне начали приходить сообщения что мне куда-то зачислены деньги 
6540,почему то на телефон не пришло смс о бобращении
6541,"Номер другой указан, смс не приходит "
6542,уведомления пуш смсс 
6543,"Здравствуйте, сорри - рассчитывала на пуш, но не случился ) "
6544,"Здравствуйте, не было пуш-уведомления. Да, я переводила 0000 за курсы "
6545,"Да, верно! Что-то уведомление не пришло"
6546,А уведомить смс нет ?
6547,Почему не приходят смс уведомления от банка? 
6548,Приходят смс. 
6549,Добрый день. Почему перестали приходить смс уведомления об операциях? 
6550,Здравствуйте! Почему мои уведомления приходят не только мне? 
6551,Добрый день. Мне перестали приходить оповещения о суммах покупок и об остатках денежных средств на карте . Ранее они приходили . Но после установления новой версии смс перестали приходить.
6552,Уведомления как не приходили 
6553,"Добрый день, верно. извините, уведомления не приходят"
6554,Уведомление происходит по смс?
6555,"Не получается составить обращение -пишет, что не доставляются сообщения"
6556,"Не могу отключить уведомления, приходят смс с кодом, а он не подходит "
6557,"Пуш смс не поступит, поскольку мобильное приложение на телефоне не работает. Я захожу в ""Альфа-Онлайн"" с ноутбука."
6558,Мне не отправлено смс. А то что отправляли вчера не пришло. Как?
6559,Так и не приходят 
6560,Пришлите смс 
6561,Нет смс
6562,почему не приходят уведомления 
6563,Не приходят смс по операциям
6564,"ваша рекомендация удалить уведомления об операциях не работает, потому что слева наверху на экране ничего нет"
6565,Не приходят пуш-уведомления
6566,Мне надо отключить пуш и смс
6567,"Мне нужно, что бы уведомления приходили только по смс"
6568,"Здравствуйте,не приходит уведомление "
6569,Не приходят смс сообщения 
6570,Почему мне не приходят уведомления на новый номер 
6571,Поменять пуш на смс
6572,Уведомление придет какое-то ?
6573,"Проверить, приходят ли пуш-уведомления"
6574,не загружается история сообщений(
6575,Пришло уведомление 
6576,"Нет, уведомление пришло на почту kamatova@mail.ru"
6577,Пуш сообщения это где? 
6578,уведомления на электронную почту 
6579,История пуш-уведомлений
6580,где его можно посмотреть на странице Альфа банка?
6581,"просьба продублировать ответы на мои вопросы, у меня не подгружается история сообщений"
6582,Какой скриншот я должен прислать? Ко мне не приходят смски от вас. Что тут скринить?
6583,"Проверить, какие уведомления приходят в смс"
6584,"здравствуйте, мне пришли уведомления на почту"
6585,Проверить приходят ли уведомления в СМС
6586,Не могу прочитать предыдущие сообщения
6587,У меня веб версия. Не приходят уведомления. 
6588,Вы можете прочитать сообщения выше? 
6589,я увидел сообщения
6590,"Да, туда уведомления пришли"
6591,"Посмотрите, пожалуйста, историю сообщений и решите мою проблему "
6592,Здравствуйте пришло такое уведомление ?
6593,"Я не знаю как это работает, но я по сбп перевел всё что нужно было и даже больше"
6594,Перевод пришел на счет а не на карту. Как настроить чтобы приходило на карту?
6595,"Добрый день,мне прислали перевод в 000 рублей ,а они зачислились на кредитный счет"
6596,Деньги по сбп перевела где они на счету??
6597,Какого хуя я перевел деньги а они перевелись на кредитный счет 
6598,Можно ли сделать поступление денежных средств не на кредитный счет?
6599,Почему средства не поступают на счет
6600,почему тогда при переводе по моему номеру телефона высвечивается информация о том что у меня есть открытый счет но там или карта в альфа банке мне нужно чтобы у меня это отсутствовала 
6601,Как настроить так чтобы деньги приходили в первую очередь на счет дебетовой карты 
6602,"Я перевёл 0 тысяч рублей на счёт в вашем банке, почему они не зачислились на кредитную карту?"
6603,По сбп пополню дебетовую карту а с нее уже спишет система 
6604,Почему средства уходят на закрытый счёт.перевести на основной счет
6605,Деньги перевелись на кредитную карту а не на дебеотвую
6606,Добрый день скажите пожалуйста где сейчас лежат мои деньги если не на кредитном счёте. Мне пришло три уведомления о успешном переводе но такой карты с таким номером я в списке своих карт не могу найти. 
6607,"Почему у меня по сбп переводом приходит на кредитную карту, а не на дебетовую?"
6608,почему при переводе отправленные деньги поступили на кредитный счет 
6609,"подскажите, почему банки по номеру не находят мой счет для перевода вашего банка, может нужно включить какую-то функцию  "
6610,"Здравствуйте. Перевел себе деньги на дебетовую карту, а они зачислились на либо счет. Как их оттуда вывести? Переводом же нельзя?"
6611,как вернуть деньги которые при переводе поступили на кредитный счет
6612,После закрытие счета деньги перевелись на кредитный счет а на на зарплатный 
6613,Да но деньги поступали не на тот счет в мп не работало
6614,"Деньги пришли не на тот счет, точнее на несуществующий счет"
6615,Выбор счёта для СБП
6616,"Сделал перевод денег себе , они зачислены на кредитный счет , как мне сделать перевод !"
6617,Почему средства уходят на закрытый счёт.как перевести на действующий
6618,Почему деньги переведенные мне другим человеком зачислены на кредитный счёт?Прошу перевести из на основной
6619,"Почему к моей карте подключена какая-то кредитка???? Почему деньги, которые мне муж перевел на вашу карту пришли на нее? ЧТо вообще у вас просиходт?"
6620,Почему не поступил перевод на кредитный счет ? 
6621,"Почему я перевожу ребёнку деньги ,а они падают на мою"
6622,"Почему перевод денег из других банков, переводятся на кредитный счет? Как сделать так чтобы переведенные деньги приходили на отвесный счет, а не на кредитный "
6623,Почему переводы зачисляются на кредитку?
6624,Почему при переводе по моему номеру деньги попадают на карту ребенка ?
6625,Почему не поступил перевод на кредитный счет ?
6626,"Почему закидываю на карту дебетовую деньги с другого банка, то закидывается сразу на кредитку ?"
6627,"здравствуйте,а почему деньги которые переводишь на кредитную карту,уходят на погашение задолженности по ип?"
6628,"Почему при переводе на карту,деньги пришли именно на кредитку?"
6629,"Здравствуйте! У меня был перевод на карту и по не понятной причине средства зашли на кредитную карту? Должны же зайти на дебетовую, почему так?"
6630,"Можно сделать чтоб переводы ко мне приходили на карту,а не на зарплатный счет"
6631,День добрый! Почему при переводе на карту Альфа банка -деньги переходят на кредитную карту?
6632,Здравствуйте. Как сделать так чтобы когда человек переводил мне деньги они сразу на карту приходили а не на счет?
6633,Дебетовый счет я сейчас вижу у себя как зарплатный? Про пополнении через СБР с другого банка деньги будут приходить на него? 
6634,"Почему при переводе деньги зачислились на кредитный счет, а не на мои деньги?"
6635,почему у меня перевод уходит на кредитный счет?
6636,Номер персонального менеджера
6637,"Здравствуйте, хочу заказать обратный звонок персонального менеджера. Вопрос рефинансирования кредита для физического лица "
6638,"Добрый день еще раз. Запрашивала сегодня рекомендательное письмо. Получила его у персонального менеджера. Но, к сожалению, оно без подписи. Необходимо полностью оформленное письмо. "
6639,"Добрый вечер, просьба сменить мне персонального менеджера. С текущим Семеном я не хочу больше общаться "
6640,нет персонального менеджера
6641,"нет возможности предоставить документы , переведите на личного менеджера по физ.лицам"
6642,как узнать телефон личного менеджера
6643,"у меня нет персонального менеджера. давайте другое отделение банка, ближе к центру от метро таганская"
6644,"Добрый день. Я не могу дозвониться своему менеджеру, мне нужна помощь."
6645,Оператору. Добрый день! А не полагается ли мне персональный менеджер с моим зарплатным проектом?
6646,Добрый день. Второй день менеджер не может доехать передать карту.
6647,Кто сейчас у меня персональный менеджер? 
6648,Оплатил просрочку. Когда погасится
6649,"Здравствуйте, ребёнок не можнт оплатить стикером в магазине, пишет, что он е проходит по возрасту. Какая-то блокировка? Как снять?"
6650,Акция заправка
6651,Почему мне не поменяли карту в отделении банка?
6652,"Здравствуйте, скажите пожалуйста. Почему постоянно какие перерасчеты происходит . Пишут внести 0000 я вношу 0000 а через день пишут перерасчет оплатите 000 р или 00 р и идет просрочки ? Что за перасчеты"
6653,Почему не начислен кэшбэк за оплату услуг ЖКХ?
6654,Подскажите пожалуйста поменяла номер телефона как обновить в приложении банка на новый номер ?
6655,Активироваться карту
6656,Почему за альфа заправки начислен маленький кэшбек
6657,Забыл пинкод от карты
6658,"И на эл почту, и пуш"
6659,Проверить счёта
6660,Как изменить дату автоплатижей на другое число?
6661,"Добрый вечер, подскажите пожалуйста что такое комиссия за стикер?"
6662,Остаток на карте
6663,заьыла пин код карты 
6664,"Добрый вечер! Не вижу в приложении свою новую карту, что делать?"
6665,"Здравствуйте,пропустить платеж по кредиту"
6666,Лицевой счет моей карты какой
6667,"Доброе утро, скажите мне пожалуйста, на главной странице есть информация по поводу счета под 00%, а по факту 00,почему расхождения?"
6668,Внесён платеж. А пишет просрочка
6669,Я говорю о сумме кэшбэк
6670,"Перевёл деньги на инвесткопилку. Теперь этих денег нет ни на одном счету, и в истории нет такого перевода"
6671,Входит ли в оплату жкх для получения кэшбека оплата капитального ремонта
6672,карту которую я заказывал сегодня
6673,Нужен расчетный счет кпп инн бик
6674,"Здравствуйте, как мне можно оформить проход в бизнесс зал?"
6675,Доброе утро! 00/00 оплачивала через приложение коммунальные услуги. В сентябре быбран Кеш 0% - коммунальные услуги. Но почему-то кеш не начислился?
6676,Какой пин код от кредитки
6677,"Но захожу я в приложение альфа пей, верно?"
6678,Как отключить подписку Альфавыгода
6679,Я дал заявку на XXXXX где
6680,"Я сегодня погасила просрочку, сколько у меня вышел за это штраф?"
6681,Почему у меня в приложении доступных средств ноль.
6682,Здравствуйте 🤝 хотел уточнить- бизнес залом сразу можно будет воспользоваться после оплаты или где-то видел что после 0 месяцев ?
6683,Я перевела пенсию в Альфа-Банк
6684,мне не вернули 000 рублей за списание за альфа чек
6685,Пишет что еще раз не могу пропустить платеж только в январе смогу 
6686,Альва Пэй
6687,"Здравствуйте ,приобрела стикер у вас за 000 руб ,все активировала ,но он не работает ,очень огорчена данным фактом ."
6688,При активации карты лимит не разблокирован
6689,"Здравствуйте, хотел уточнить, есть возможность добавить в сервис заправки, АЗС Роснефть и АЗС Лукойл и карты лояльности этих АЗС и АЗС Татнефть в регионе РМ Мордовия Саранск?"
6690,не могу вывести средства с инвест копилки и почему-то действия по карте ограничены 
6691,У меня изменился номер телефона
6692,Почему не появляется чек из ресторана в аэропорту для компенсации?
6693,Ответ по кредите
6694,Подключил сбп оплату к другому приложению как отключить
6695,А в истории переводов
6696,Убрать проценты по кредиту
6697,Если пропустить платеж на несколько дней
6698,Добрый вечер. Обязуюсь закрыть весь долг и все начисленные пени по просроченным платежам до 00.00.0000. 
6699,"Не могу вовремя внести платёж, так как все средства что были внёс недавно на закрытие предыдущей кредитной карты, перезанять тоже возможности уже нет. Внести платёж смогу только 00.00 после получения зарплаты"
6700,"Не работает большинство функций, в приложении показывает что я не получил пластиковую карту, хот она у меня на руках"
6701,Здравствуйте. Я перевела пенсию в ваш банк. А 0000 р( как и обещали) не пришли. Разберитесь!
6702,"Здравствуйте я деньги положил, просрочка ещё отображается"
6703,Выклбюбчить альфа пай
6704,Почему нет пенсии?
6705,"Добрый день,внесла деньги на дебетовую карту,они перечислялись на кредитную,"
6706,Здравствуйте я вчера кредит не платила один день у меня просрочка была сейчас у меня снимали деньги я сейчас оплатила но всё равно там стоит просроченные что надо делать
6707,Какой лимит по кредитке мне доступен
6708,Не получается вовремя оплатить кредит
6709,Сколько денег было на счету вчера?  Как узнать???
6710,Как отключить услугу альфаплей
6711,"У меня приходят только пуш уведомления, смски я не получаю, почему?"
6712,Мсс код 0000 входит ли в льготный период по кредитной карте?
6713,Как на айфон установить альфа pay?
6714,как можно скачать график платежей по ипотеке ?
6715,Сменить пин код не даёт приложение кнопка смены пин кода не нажимается.
6716,Одобрение
6717,"В процессе оформления карты я не подключала страховку т.к. делала это через сайт а активацией карты занимался ваш сотрудник, который карту привез. С него и спрашивайте"
6718,Подскажите смс с номера 0000 с просьбой оценить это от банка?
6719,Т.е. мне смс не должно приходить? Просто придти и получить?
6720,Ставки по кредиту
6721,У меня выбранна категория комумунальные услуги
6722,Как скачать альфа пэй
6723,Подключена ли Комиссия за предоставление услуги 'Альфа-Чек'
6724,Как посмотреть бик карты?
6725,"00 августа оплатила коммунальные услуги 0000,00.Кэшбек не начислен, у меня в выбранных категориях 0 %."
6726,Добрый день! Я оплатила сегодня квитанцию жкх по куар-еоду с платежки.  Кэшбэк не зачислили
6727,Здравствуйте. Как поменять номер телефона на карте ?
6728,Когда зачислят деньги на кредитку ?
6729,"Ответ меня не удовлетворил, была переплата на 0000₽"
6730,"У меня не было ни шаблонов, ни автоплатежей."
6731,А зачем вы мне стикер заблокировали пока новый едет
6732,"Здравствуйте! Недавно списало 00 рублей, вопрос: ЗА ЧТО?  Я не подключал никакие функции об операциях банка и т.д. Можете вернуть эти деньги? И отключить все ПЛАТНЫЕ функции."
6733,"Скажите, почему у меня на счетах нет денег?"
6734,"Здравствуйте, какой у меня БИК"
6735,"Здравствуйте, мне чтобы закрыть год без %, нужно и другие операции сразу погасить?"
6736,00 минут назад произвела платёж. Почему в истории платежей он не отображается?
6737,Верните деньги за заправку
6738,узнать iban карты
6739,Сегодня поменял номер
6740,Могу ли я расплатиться кредитной картой сейчас?
6741,Автоматическое пополнение не работает
6742,Смс 
6743,Хочу получить оригинал страхового полиса
6744,Последствия неоплаты в срок приводит только у величению платежа за счет штрафов?
6745,Топливо
6746,Как скачать альфа пэй?
6747,Если я порекомендую альфа стикер человеку у которого есть счёт в альфа банке какой бонус я и он получим?
6748,"Добрый вечер, я сегодня оплатила коммунальные услуги, но почему то кэшбэк не начислили 0 %"
6749,Я не меняла номер телефона
6750,"измените мне номер, на другой"
6751,"Здравствуйте.  Я не согласна с ответом банка. Прошу вернуть мне комиссию,  которая была списана, тк в банкомате при пополнении было написано,  что комиссия XXXXX"
6752,У меня нет активных карт Альфабанка
6753,Добрый день. Подскажите как можно заказать себе стикер альфа карты
6754,Есть кэшбек по оплате коммунальных платежей
6755,сумме трат за период
6756,"Здравствуйте,  когда поступит первая тысяча руб. по программе перевода пенсии ?"
6757,можно забрать карту в офисе?
6758,как удалиться
6759,Что будет если просрочить платеж
6760,"Вот , а в августе я оплатила коммуналку, а кэшбэк не начисляется, а котенории были выбраны до платежа"
6761,Доброе утро. У меня есть 0 входа в бизнес зал аэропорта. Подскажите я могу провести с собой +0 или +0 человека?
6762,"Да, нужно внести АО ""ТТС"" в список организаций для оплаты, в том числе по автоплатежу"
6763,Сколько надо потратить  чтобы пришёл бонус в виде 000 рублей
6764,"Скажите, а персональный менеджер планирует со мной на связь выходить?"
6765,Я заправлялся не один раз. Я ездил далеко и пользовался картой не однократно. Всё покупки по заправке считались по кешбеку 0%
6766,Какой процент за оплату по кредиту на 00000
6767,Здравствуйте! Заказал выпуск кредитной карты. Указал место получения филиал банка. Возможно ли использовать кредитную карту как виртуальную? Физически не могу забрать карту до 0 сентября сейчас в поездке.
6768,"здравствуйте, что за услуга «альфа-чек»"
6769,"За что с меня взяли комиссию альфа чек, я такую услугу не заказывал"
6770,"Здравствуйте!нажимаю на заправки ,а выходить просто белый фон"
6771,И ещё Екатерина я на Ветеранов офис по близости Ваш какой
6772,Как активировать стипендию
6773,"я гражданин России, хочу удаленно оформиться карту в другой стране"
6774,Вообще я никаких автоплатежей не настраивала. И категорически против появления каких-то автоплатежей без моего участия.
6775,"Добрый вечер,  когда я отправляю деньги почему сразу не приходит  чек"
6776,Я внесла XXXXX нет ничего в  истории?
6777,Добрый день! Ещё возможно оформить стикер Спартак?
6778,"Доброе утро, почему не отражается кэшбэк за коммуналку"
6779,Уменьшить платеж по карте возможно???
6780,"Я сейчас нахожусь в декрете, сегодня возможности оплатить нет, будет 0 сентября, поэтому прошу перенести платеж "
6781,На каких заправках Татнефть или Башнефть в Ижевске можно запрвииься?
6782,В Приморье есть заправки с вашим сервисом?
6783,Подскажите пожалуйста про функцию пропустить платеж
6784,Давайте переведём на благотворительность
6785,Добрый день!!! Как получить распечатку расходов за 00.00.0000
6786,Рекзивиты с живой печатью
6787,как узнать код кредитной карты
6788,"То что пришло,это даже не 0%,это что за кеш бек?"
6789,"добрый день. С карты ...0000 списываются средства за Услугу Альфа чек. Что это за услуга,и почему она мне подключена без моего согласия?!"
6790,Привилегии закончились????
6791,Но сегодня не было таких расходов?
6792,"Здравствуйте.  Я сегодня оплатила коммунальные услуги,  у меня эта категория 0%. Будет ли начислен кэшбэк,  пока ничего нет."
6793,Заказать альфа пэй
6794,За перевод пенсии в Альфа банк  обещали 0000₽
6795,"Мне нужно заказать у вас стикер, дубликат. Когда сможете сделать?"
6796,Почему вместо категории коммунальные расходы у меня стоят прочие расходы и будет тогда начислен кэшбэк?
6797,Скрыть баланс
6798,Добрый день. Скажите пожалуйста почему не доступен выбор кешбека за оплату услуг ЖКХ?
